Block,Event,Network_ID,Network_Type,Token_ID,Channel_Amount,Participant_1_Settle_Amount,Participant_2_Settle_Amount,Channel_ID,Transaction,Channel_Participant_1,Channel_Participant_2
6610168,ChannelClosed,RDN,Mainnet,,,,,61,0xdf149a624293210268be30cd22aa49abc6168dbac0df5ea14c11447771852c6d,0xD6e68536eCe0Eac02b39317FdCE814087Bae6118,
6610168,ChannelClosed,RDN,Mainnet,,,,,51,0x83e8f60e9258b3d52f07d474ac1e387a9b7eab090300889ebb5c6497c3efb949,0xD6e68536eCe0Eac02b39317FdCE814087Bae6118,
6611608,ChannelClosed,RDN,Mainnet,,,,,36,0x9d8c8ca781c454735c06d63cc97735159fe122c319f53f5a3bac11faa1db7c45,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6617392,ChannelClosed,RDN,Mainnet,,,,,68,0x06416bcee84846c32c88622fde57971a7e32e27d54fafa84af7a11034754c770,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6655423,ChannelClosed,RDN,Mainnet,,,,,72,0x85be56805596c8ab58da27ac790cf0393508997bcf54862e5cfc9bf74cd00b54,0x06f5140A415f4E3969f7e40daEcCFd0558c9cE26,
6655423,ChannelClosed,RDN,Mainnet,,,,,47,0x9a7851f0c8e8962e242e27c0f9f71cfc070ca041c7c974fad810237b76f4a96e,0x06f5140A415f4E3969f7e40daEcCFd0558c9cE26,
6655423,ChannelClosed,RDN,Mainnet,,,,,41,0x240e7f386de9253a2a1ba79b352b96fdc1199bec85b06289092c93b2b14343a5,0x06f5140A415f4E3969f7e40daEcCFd0558c9cE26,
6655423,ChannelClosed,RDN,Mainnet,,,,,40,0x904d45291aa97bdadfcc8dee572f138a441db8918dbf09bec7a87e793e68d292,0x06f5140A415f4E3969f7e40daEcCFd0558c9cE26,
6655424,ChannelClosed,RDN,Mainnet,,,,,32,0x821e55f86cec564f42b8e32e35cd0ae992b278c9d68f66a0ba7aaa73c45c9735,0x06f5140A415f4E3969f7e40daEcCFd0558c9cE26,
6655424,ChannelClosed,RDN,Mainnet,,,,,62,0xe337dc793e09606a5287e5840cdbaf815b85a8ccf6cc4790d70afe4062a56684,0x06f5140A415f4E3969f7e40daEcCFd0558c9cE26,
6655431,ChannelClosed,RDN,Mainnet,,,,,33,0x99835b033c89abd3088ad5fb1173b51172399fc2846acd5bc9f80d60d6851820,0xf9ED3cCa3e56A7B72049e6e830C39fd842A2F8e6,
6655431,ChannelClosed,RDN,Mainnet,,,,,34,0x0d2accba8474cf12393fb3342f362ae38bde2b3a7b9955cfa464b9a0141d6ac9,0xf9ED3cCa3e56A7B72049e6e830C39fd842A2F8e6,
6655431,ChannelClosed,RDN,Mainnet,,,,,71,0xd4be9574fb9163d8624beb16d44796c0fc08d3f721779fe503f22018e1c1530f,0xf9ED3cCa3e56A7B72049e6e830C39fd842A2F8e6,
6655431,ChannelClosed,RDN,Mainnet,,,,,39,0x97001adb4987cb1c6377fb1e28257a91ae4c1ccf21dce111bd2908c2d319ed77,0xf9ED3cCa3e56A7B72049e6e830C39fd842A2F8e6,
6655431,ChannelClosed,RDN,Mainnet,,,,,44,0xa6c00c6d3c40bd11960b86b4f337a930da60d86fede8add882e8350d48b31a6e,0xf9ED3cCa3e56A7B72049e6e830C39fd842A2F8e6,
6655432,ChannelClosed,RDN,Mainnet,,,,,38,0x75e1aefc66cd9a07496c6aaa61cbe21479ec5fb2a7d9a416b1ffbfdb13e39383,0xe89Ce3756690Ac7937972797471d7c84F9818ac6,
6655435,ChannelClosed,RDN,Mainnet,,,,,30,0x09261774871e6927836a61b63f08b80cc6b36001b2dc688f636d1778529c09d3,0xe89Ce3756690Ac7937972797471d7c84F9818ac6,
6655435,ChannelClosed,RDN,Mainnet,,,,,37,0xf4e895ce10ec1cd05bcfee90bcd133e3288b270a38bdf8ef1a55d77d224a3cd9,0xe89Ce3756690Ac7937972797471d7c84F9818ac6,
6655435,ChannelClosed,RDN,Mainnet,,,,,73,0x2fbdfc313af31919e6f203e4627f8acbeed463c11f1ffe1035b07f8f56278fb4,0xe89Ce3756690Ac7937972797471d7c84F9818ac6,
6655435,ChannelClosed,RDN,Mainnet,,,,,45,0x982bb4858d23c1d22eea310890392f7301d7de85bc3b45eb1a438705bd47a8dc,0xe89Ce3756690Ac7937972797471d7c84F9818ac6,
6661349,ChannelClosed,RDN,Mainnet,,,,,52,0x24ab32dab77b8936d2b4774fbb4b2851b50700d363e39e141efa70a2515d8e50,0x28898A6b762d9c400FF900EFF66F2885F0B28FAF,
6661354,ChannelClosed,RDN,Mainnet,,,,,50,0x34312f28ed2bc1d1d89fc9b5cf51ccd198facc21950e35cd9161d1dc655e70e0,0x28898A6b762d9c400FF900EFF66F2885F0B28FAF,
6661354,ChannelClosed,RDN,Mainnet,,,,,46,0xaeb3d208a7ec786343b11700e4621d93a658bafce269e4866304c40580571b64,0x28898A6b762d9c400FF900EFF66F2885F0B28FAF,
6666006,ChannelClosed,RDN,Mainnet,,,,,69,0xb610f673cd8affdfbe3ec9fc41cc0c2d635a825770f60410ace47158e86d19e2,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6666006,ChannelClosed,RDN,Mainnet,,,,,70,0x6e8ad9fc4226121404b7b67be1652a00a3524237fe46265f3a6a86f582d298d8,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6689973,ChannelClosed,RDN,Mainnet,,,,,74,0x794e291e4049c43f9c169ac9529d8ba8b197687a6b1ea152b9b50ce9631f21b7,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6690105,ChannelClosed,RDN,Mainnet,,,,,65,0x7ca0fcc6d3bc9be6291d6c22c599c4a18e7212197f77bd8e4a8e571d6a0c5230,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6690107,ChannelClosed,RDN,Mainnet,,,,,64,0xc583b89bd456cc0ad0c62eaf69f27212d619d4e0ff6b21ddc077dab1c449a7a6,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6690925,ChannelClosed,RDN,Mainnet,,,,,53,0xc18aa951d304a3b4058cb66065ba28491ab5baf78cfc1c271248ccc1e3794bba,0xE03E70e33F2AC48ceC3be5C0C7B06a0f25Ad5610,
6690925,ChannelClosed,RDN,Mainnet,,,,,60,0xcde1d8139662a6c696ac8615f92e70ff0b5a3af0c40d974fe651242497b92e97,0xE03E70e33F2AC48ceC3be5C0C7B06a0f25Ad5610,
6690948,ChannelClosed,RDN,Mainnet,,,,,31,0x2d0d330bd07dc95c9498de32844602bade7d530f7e7425d2e5d56f7b181882bf,0x10F4BC8CD156B4785f8F1f100C53C4cA0181E9b9,
6696305,ChannelClosed,RDN,Mainnet,,,,,75,0x738262f78f04c34cb80d1b042cd5685cbcf743cd76e1cbb1906ec145b27f0497,0xf0DAca3B7Cb562059D89bD5d8291a482b20f9D52,
6696696,ChannelClosed,RDN,Mainnet,,,,,77,0xb69611bf73beca71b76b79a4c1b5d235cae9b9d074214f0b1f0e59172b1b7124,0xf2fBCC167cc3f24a620798E27b4BB084dD275253,
6696696,ChannelClosed,RDN,Mainnet,,,,,76,0xf4a92183a9b971f163215e013e12b3f920aab963c0b8e3a663ae163208da9928,0xf2fBCC167cc3f24a620798E27b4BB084dD275253,
6698088,ChannelClosed,RDN,Mainnet,,,,,78,0x6c278e88a196421ac3d4f60e22f9ad578f2140701e9b4653201c313d5d80f269,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6702999,ChannelClosed,RDN,Mainnet,,,,,63,0xb2cff8d510f1c99ad00f573b1ef2b21cfbc576a95dc341b3213d2a190471860c,0x2A7D58e62C829b0321563A6D1dDd7c209eE657C3,
6702999,ChannelClosed,RDN,Mainnet,,,,,57,0xe2ce796446d6d863955eea4f14944f172b8c729fd5191042e2475cc66e0b5e57,0x2A7D58e62C829b0321563A6D1dDd7c209eE657C3,
6702999,ChannelClosed,RDN,Mainnet,,,,,67,0x24dfc114e947a8dee1c5e19d8d9c076cd5242677bb67921ea01877c96589063a,0x2A7D58e62C829b0321563A6D1dDd7c209eE657C3,
6914955,ChannelClosed,RDN,Mainnet,,,,,85,0x519ca631d444e7a3d8dc560c516cfb3260c6e45e3e7c4ed5a73deb70ce3055b1,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6914955,ChannelClosed,RDN,Mainnet,,,,,86,0x1e7cebd2872d7f33a392953f7601284e1904a6a99839af8db45aac7cd4530e15,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6915468,ChannelClosed,RDN,Mainnet,,,,,84,0x9f1c2d92e29ede0c19f87456ee3ca341c0b78f97df58b492b243269f5f039c71,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6920221,ChannelClosed,RDN,Mainnet,,,,,87,0x11b3be0a2575ea312e0e726985739cc4d6cba0f40e62938e255ade0dd2c3a86a,0xf0DAca3B7Cb562059D89bD5d8291a482b20f9D52,
6920292,ChannelClosed,RDN,Mainnet,,,,,81,0xd9009c27f1d57bc59d0de815b0d58f035b89ee878e68819c551884871457b5f4,0x4bFA865BDDB97fDDC871Ab8BdDF390e293ebD015,
6926295,ChannelClosed,RDN,Mainnet,,,,,59,0x100c937b456d3da0a19258bb00c153a50bff6e7937a04bd1ed425da72f6bc1c5,0x7B80776a3257DaAf29DAE103F844e065fC3d0726,
6926295,ChannelClosed,RDN,Mainnet,,,,,56,0x33127a4458264085a157feacf2d7cfc3871befda1718c10f0e746f504fc7bbfa,0x7B80776a3257DaAf29DAE103F844e065fC3d0726,
6926295,ChannelClosed,RDN,Mainnet,,,,,66,0x1280de160bec1f9c52914183283b90c0b8e2cb8ce7f85d9b06597c6269fd33b3,0x7B80776a3257DaAf29DAE103F844e065fC3d0726,
6926310,ChannelClosed,RDN,Mainnet,,,,,88,0x55b339a38e3a1152716cb999a1688a5583b0b2d278c4c9690d89b81db559d062,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6926310,ChannelClosed,RDN,Mainnet,,,,,90,0x63e7f51084d0b2008b868d8fa3a5b989e60fce399f78887285ceddd1a8bf06f7,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6927193,ChannelClosed,RDN,Mainnet,,,,,54,0x45fab3a4d2dd5f6edc67c7c745faf6b991f539efbe0f6083e6da63913d17b82f,0x4252ccc23552bf3D3eeDFAB8e286815831479bDa,
6939288,ChannelClosed,RDN,Mainnet,,,,,95,0xd1722b01822ab08c87b2d223bd8abb7f05a77f2542eec7e92ccd77770d6f4755,0x35CA97E5De34832112b7320A64832B3896A1E2F7,
6939294,ChannelClosed,RDN,Mainnet,,,,,96,0xadb247e1b4a00574e60c545790e2e1f327c9f11f6c3de4cf404c1fdf799f8b0c,0x35CA97E5De34832112b7320A64832B3896A1E2F7,
6939301,ChannelClosed,RDN,Mainnet,,,,,97,0xa8b7bc5c9c9ddc817f2f7879be34a10b36a7bd2a4655266977bb10047194df97,0x35CA97E5De34832112b7320A64832B3896A1E2F7,
6939309,ChannelClosed,RDN,Mainnet,,,,,99,0x197d2863356827319a434fa0e7cc60d74cab1de925106df4b4a3734714560fcc,0x35CA97E5De34832112b7320A64832B3896A1E2F7,
6939315,ChannelClosed,RDN,Mainnet,,,,,105,0x9f2c06e5eccc16dae479ab02653c37562899893dc5f9315fdbd5547b3eb29ddf,0x35CA97E5De34832112b7320A64832B3896A1E2F7,
6961929,ChannelClosed,RDN,Mainnet,,,,,92,0x5c236705882081ccbb199da1fce6ea0fb1f3d05f4963169861a988bec9c0c036,0xf0DAca3B7Cb562059D89bD5d8291a482b20f9D52,
6961929,ChannelClosed,RDN,Mainnet,,,,,82,0x8d3df6b9fb01fc9804184a9ce6896824d3a58b44cac91cd70460f3768238fdf4,0xf0DAca3B7Cb562059D89bD5d8291a482b20f9D52,
6961929,ChannelClosed,RDN,Mainnet,,,,,89,0xe1afffeefa15b949af09770463d81d004cdcf4070eec670fe60e325413041492,0xf0DAca3B7Cb562059D89bD5d8291a482b20f9D52,
6961931,ChannelClosed,RDN,Mainnet,,,,,94,0x342508fa0ace5fd8b8b164e6d24cc13fd47775ccf755ad9128cbde209b4f8749,0x63d81eE81d6dba2f0284bb87Dff15AA5086E6e4f,
6961931,ChannelClosed,RDN,Mainnet,,,,,93,0x4ecaf5adab4b73161d353e125a2c0a8f98f6377d5ba19b2d6101aab85820408d,0x63d81eE81d6dba2f0284bb87Dff15AA5086E6e4f,
6961937,ChannelClosed,RDN,Mainnet,,,,,122,0x3ed545db27da69fb4f0502cfd730534868ead2dbb41de9890d26849e552977d7,0xf0DAca3B7Cb562059D89bD5d8291a482b20f9D52,
6961937,ChannelClosed,RDN,Mainnet,,,,,126,0x5b5f31524ba3bf84441832a529ac12e8f0247f71ddc42f41db7ccffe835127ef,0xf0DAca3B7Cb562059D89bD5d8291a482b20f9D52,
6974066,ChannelClosed,RDN,Mainnet,,,,,145,0xd4f42a9ee89ad034dd84ee7109f9dbcb4f26a1b948b80cf474e0dac1956c472b,0xCF4A0812B0550509cbFA712F7Bc22B2Dfb70eAC6,
6974078,ChannelClosed,RDN,Mainnet,,,,,144,0xd86684eb0c60dd00735b6a18c430b97947c9849d35f74620398931dbb9bf8adf,0xCF4A0812B0550509cbFA712F7Bc22B2Dfb70eAC6,
6974394,ChannelClosed,RDN,Mainnet,,,,,138,0xf1fe3d6a7c7a77e0915cda55e17a01ea9e2f848e63c0a66422250e562386ebae,0x5325832cdF994B19407DAdc9CB1a6d6E22EE0A23,
6974403,ChannelClosed,RDN,Mainnet,,,,,140,0xf3ae0c6959802a59ece8df8ccae78873cdb5f40506c50697def66b9e45193732,0x5325832cdF994B19407DAdc9CB1a6d6E22EE0A23,
6974420,ChannelClosed,RDN,Mainnet,,,,,139,0xa79e880e57e4ef6eeb9cd131f20e43c24588d83c81d03732f3ecff208f6f42d0,0x5325832cdF994B19407DAdc9CB1a6d6E22EE0A23,
6980224,ChannelClosed,RDN,Mainnet,,,,,132,0xd579616fe73ec32a163e7ae0d699850e97211645cb286739f5f2d31759669f1b,0x362708Dd5e81A85e75E877dF718A0A9eF35e8267,
6995341,ChannelClosed,RDN,Mainnet,,,,,148,0x197eb6f79bf4574f5fb3bce8e442016220d25af271bf4a49230591872ab8d253,0x362708Dd5e81A85e75E877dF718A0A9eF35e8267,
7014195,ChannelClosed,RDN,Mainnet,,,,,100,0x3aee40cab0e3882a3a44106601d0ca1ec2fedf3e99e3ad0a310a83a8887d538b,0x362708Dd5e81A85e75E877dF718A0A9eF35e8267,
7026033,ChannelClosed,RDN,Mainnet,,,,,150,0x7ea89c32fa17dd3309c3d16ce2b6bf7b57a04f55c71fc5c76f7c341dd5ae3253,0x362708Dd5e81A85e75E877dF718A0A9eF35e8267,
7064354,ChannelClosed,RDN,Mainnet,,,,,160,0xe86421fd7bada3b25aa14226ee53655be962a8357cc17999b1d6705909dd5d26,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
7082289,ChannelClosed,RDN,Mainnet,,,,,83,0xdfa58157676d2b588cac87ac4ad054901d7e90084974fb940017c715dd2c3d7e,0xf2fBCC167cc3f24a620798E27b4BB084dD275253,
7134139,ChannelClosed,RDN,Mainnet,,,,,166,0xefa34c6905faf45c112088e898727ed01edd3f19909a88c9a8545ec79e989355,0xEc706DBC97e00E18E01CC2A34Ef191d119AC9017,
7187907,ChannelClosed,RDN,Mainnet,,,,,102,0x36ff17cc3d9cb70d4cc2e315d5a777a1ff9e6af7ccb925cc15d28d934deb3698,0xf2fBCC167cc3f24a620798E27b4BB084dD275253,
7187907,ChannelClosed,RDN,Mainnet,,,,,103,0x51b454fee8434f8025ee482ff8d490cd9ee00a123b4e864a7f19447073fa209f,0xf2fBCC167cc3f24a620798E27b4BB084dD275253,
7192873,ChannelClosed,RDN,Mainnet,,,,,118,0x07f774f0e6c59034f71459f4452efd88ac921e123626058254111107a48d193a,0xf2fBCC167cc3f24a620798E27b4BB084dD275253,
7205681,ChannelClosed,RDN,Mainnet,,,,,161,0x29e99eb784224ac4ef804a83ebf0a2afc25350c31f1189194229c00b590b75de,0xf0DAca3B7Cb562059D89bD5d8291a482b20f9D52,
7205681,ChannelClosed,RDN,Mainnet,,,,,164,0x8faeec6a82f793c474b5ca03d16650e1dbb634568380a64bc61d0a6fa6d15763,0xf0DAca3B7Cb562059D89bD5d8291a482b20f9D52,
7205681,ChannelClosed,RDN,Mainnet,,,,,163,0xb1ef1f6cfbbb5274d1e21bec9f387a491454e5c935d350cb3d4f4e9b11bcdbee,0x63d81eE81d6dba2f0284bb87Dff15AA5086E6e4f,
7214498,ChannelClosed,RDN,Mainnet,,,,,162,0x298562a90965fc4b48aa9a4ed50d033723866b1b1311376b04741f369924101a,0xD6e68536eCe0Eac02b39317FdCE814087Bae6118,
7214498,ChannelClosed,RDN,Mainnet,,,,,49,0xf46a0ef147a116d99470fa92cdfe0888fce0217d957683d69d26fbb443e51513,0xD6e68536eCe0Eac02b39317FdCE814087Bae6118,
7240298,ChannelClosed,RDN,Mainnet,,,,,170,0x7dd12bb45491182e24314e0658eae18d96f1299ccee969965475430c19d3b9b6,0x63d81eE81d6dba2f0284bb87Dff15AA5086E6e4f,
7240298,ChannelClosed,RDN,Mainnet,,,,,171,0x20a1a04e01631ca5e794de7ed26c2bc09ad8a8a45c75a965605349214c76ad63,0x63d81eE81d6dba2f0284bb87Dff15AA5086E6e4f,
7240298,ChannelClosed,RDN,Mainnet,,,,,172,0xa0a16463d8cc1fa434fd5e1d8d89c3c771f508b89c16384f3d73a128769cea5b,0x63d81eE81d6dba2f0284bb87Dff15AA5086E6e4f,
7240861,ChannelClosed,RDN,Mainnet,,,,,107,0xff734b6d46942f72f1ebf2297c81d87949079947cd295a4bb84346dc4ae7c9d2,0x37dd16822C4e9400788388911299B2b9571941ae,
7240871,ChannelClosed,RDN,Mainnet,,,,,133,0x874cbe4512c84920fc894b05827c4966a6d661e54886918fe44fb292d21c9f4c,0x37dd16822C4e9400788388911299B2b9571941ae,
7240878,ChannelClosed,RDN,Mainnet,,,,,109,0xf613dea7bb2a414066195de1ea64c79514683129ca3fccd3105c7a66cc9e5db9,0x37dd16822C4e9400788388911299B2b9571941ae,
7240883,ChannelClosed,RDN,Mainnet,,,,,106,0xdb42e1e8f5bdcfcbf9a633dcf092e170aedb9824215500e26db84fadf6996c28,0x37dd16822C4e9400788388911299B2b9571941ae,
7240891,ChannelClosed,RDN,Mainnet,,,,,108,0x252f5efe598875335285e4a06a0d6bba8c5beb7e366ce8baf0c5d2af9888d86e,0x37dd16822C4e9400788388911299B2b9571941ae,
7240898,ChannelClosed,RDN,Mainnet,,,,,130,0x7041b70a2e8e9a6bf69f318e4d879e16cf21b1994b91a55bdd141e1a810b61b5,0x37dd16822C4e9400788388911299B2b9571941ae,
7240908,ChannelClosed,RDN,Mainnet,,,,,151,0xa4442087fa143bd374b9065e34ad66b5284338a2c5c222650ab96b4d1a5c973c,0x37dd16822C4e9400788388911299B2b9571941ae,
7253297,ChannelClosed,RDN,Mainnet,,,,,168,0x4c8cfd04dbb8d24091b6963634358089be36390d4a94164c5f64b6d70e17092f,0xf2fBCC167cc3f24a620798E27b4BB084dD275253,
7293990,ChannelClosed,RDN,Mainnet,,,,,178,0x7b1c6ccc3d330acb9fe7cd5dd5a2977ea5d0656b022001e5596894e55feb4aab,0x9922f7A0D05f5E0B26C42A3Af1A4140D159658e8,
7293990,ChannelClosed,RDN,Mainnet,,,,,180,0x56878eed3b9109c10467c7c319e4285f967aa6f2aa775416cd93556b923e8ca1,0x9922f7A0D05f5E0B26C42A3Af1A4140D159658e8,
7305761,ChannelClosed,RDN,Mainnet,,,,,113,0x9d41981aa32012b4bd377f56dbfd3cb1777b6a7f08f5a8f603a08d7306190645,0xe89Ce3756690Ac7937972797471d7c84F9818ac6,
7759407,ChannelClosed,RDN,Mainnet,,,,,143,0x1bac62d447ad0d4a218eb7b9458a893aefe8d774e3adb668f15f40ac1ace9ed1,0xf2fBCC167cc3f24a620798E27b4BB084dD275253,
7759407,ChannelClosed,RDN,Mainnet,,,,,179,0x58db87ee5e691d73bb32bab70e0d4ffd5dc25cd0fe95e24720678d83f58aa87b,0xf2fBCC167cc3f24a620798E27b4BB084dD275253,
